id,title,username,type,members_count,can_send_messages,language
,🥇Forex Analysis Market ⚡🔥,fxmaster231,supergroup,17108,True,en
,TOSS SESSION PREDICTION™,Toss_3rd_umpire_Pradhan_tips,supergroup,17013,True,en
,Crypto Recovery,cryptorecovery32,supergroup,16899,True,en
,Social Trading,socialtradingoptions,supergroup,16779,True,en
,TONYield (By LevelQ) Chat,levelqchat,supergroup,16717,True,en
,Health care jobs 🇪🇹,healthcarejo,supergroup,16629,True,en
,VeChain Official,vechainandfriends,supergroup,16581,True,en
,Circlebet99 Group,circlebet99_opengroup,supergroup,16560,True,en
,Reef Global Community,reefchain,supergroup,16559,True,en
,Traveloka Singapore,TravelokaSingaporeOfficial,supergroup,16477,True,en
,Volaris Games Community,VolarisGames_chat,supergroup,16433,True,en
,(G)Coderstech Blockchain & AI Africa,CoderstechGem,supergroup,16397,True,en
,Opinion Labs Official,opinionlabsofficial,supergroup,16391,True,en
,Age Of Mars | IDO Soon,ageofmarsofficialgroup,supergroup,16369,True,en
,گروه ( نات‌کوین٫همستر،دبلیوکوین٫یس‌کوین٫تپ‌سواپ٫ PAWS ),miner_coin1,supergroup,16188,True,en
,Tech resume review,resume_review,supergroup,16180,True,en
,OTC /Работа/Airdrop verification,otc_verifikator,supergroup,16144,True,en
,Bybit API Discussion,BybitAPI,supergroup,16131,True,en
,2D-3D Loaders and Receivers,verifiedreceivers,supergroup,16040,True,en
,Undeads Metaverse,,supergroup,15785,True,en
,Yieldflow Official Support,yieldflowsupport,supergroup,15641,True,en
,Chiliz ($CHZ) | Official Global Community,chiliz_io,supergroup,15585,True,en
,Endur Finance Official Support,endurfinance,supergroup,15572,True,en
,LEONICORN | Swap - NFT - GameFi,leonicornswap,supergroup,15513,True,en
,DecimalChain,decimalchain_en,supergroup,15124,True,en
,Public on Demand 2.0,Public_DemandGroup,supergroup,15087,True,en
,Rollbit Coin Support,RollbitCoinSupport,supergroup,15080,True,en
,Indigo | Synthetic Assets on Cardano,Indigoprotocolcommunity,supergroup,15056,True,en
,Extended Official Support,extendedsupport,supergroup,15024,True,en
,💚CalmMe Chat💚,calmme_chat,supergroup,15002,True,en
,"🌎 Atlantis Exchange - Group for CEX, DEX, Global & Pro 🌎🔥🚀",AtlantisCEX_Global,supergroup,14977,True,en
,Non-Payable Coin (NPC): A Meme Support,nonplayablecoinSupport,supergroup,14929,True,en
,CASH CORNER FREE ⚽️⛳️,CASHCORNEROFICIAL,supergroup,14872,True,en
,Inigo Jones - Long Term Weather Forecaster,inigo432,supergroup,14851,True,en
,Beat The Market setups,BeatTheMarketsetups,supergroup,14823,True,en
,Event Family,EventFamily,supergroup,14745,True,en
,Venture Capital Community (Blockchain),venturecapitalcommunity,supergroup,14708,True,en
,MOHIT AGRAWAL SEBI,MOHIT_AGRAWAL_LONG_TERM,supergroup,14684,True,en
,Infinite Launch,InfiniteLaunch,supergroup,14649,True,en
,MarsChain,MarsChain_Layer2,supergroup,14642,True,en
,FXCracked - Group Chat,fxcracked_backup,supergroup,14549,True,en
,Stock Tips and Commodity Tips,tradingtipsmcx,supergroup,14503,True,en
,[RETIRED - join t.me/vechainandfriends] VeChain Official - VET & VTHO,vechain_official_english,supergroup,14326,True,en
,TARIFF TOKEN - $TARIFF - Official Community,TariffTokenBSC,supergroup,14290,True,en
,Alien Worlds - Official,AlienWorldsOffical,supergroup,14272,True,en
,YOUTUBE SUBSCRIBERS INSTAGRAM FOLLOWERS CRYPTO,crypto254533,supergroup,14019,True,en
,Chance Community,ChanceCommunity,supergroup,14004,True,en
,Harmony Community,harmony_one,supergroup,13951,True,en
,Vaulta (Formerly EOS),vaulta,supergroup,13858,True,en
,❤️🎰 CRICKET ROLLING ID™🎰❤️,daily_earn_without_risk,supergroup,13834,True,en
,🫦 RUMORS - Chat,rumorsdatingappchat,supergroup,13779,True,en
,LONDON SESSION EXPERT,LONDON_SESSION_KING1,supergroup,13638,True,en
,Zoom / Ring central meeting numbers # 2,ringcentral212,supergroup,13481,True,en
,Zcash community Support,Zcashcommunityy,supergroup,13450,True,en
,Zilliqa Official Chat,zilliqachat,supergroup,13402,True,en
,IPO Genie - Official Presale Group,IPO_GENIEOFFICIALCHAT,supergroup,13304,True,en
,Betu Jobs &Hospitality consultancy,gechc7,supergroup,13188,True,en
,CRICKET PANDITH,Cricket_Pandith_Toss_3rd_umpire,supergroup,13078,True,en
,Numbers｜Official (En),numbersprotocol,supergroup,13024,True,en
,MAGISTERIO RURAL CBBA,ALIANZADEBASES2020,supergroup,13009,True,en
,🏧 ALL THE MONEY 🏧 $ATMx Support,AllTheMoneyXRPLCommunityEn,supergroup,12970,True,en
,THORChain Community,thorchain_org,supergroup,12960,True,en
,🌐 Synapse Network | Official Channel,Synapse_official,supergroup,12949,True,en
,Jackpot 🎰🎰🎰 Aussie 2024,JackpotAussie_99,supergroup,12882,True,en
,IH Experience Chat,IH_Experiencechat,supergroup,12699,True,en
,Python beginners,ru_python_beginners,supergroup,12696,True,en
,Cool Electric Exchange Group,CoolElectricGroup,supergroup,12656,True,en
,Legit365airdrops Discussion Group,Legit365airdropchats,supergroup,12652,True,en
,Harmony Launcher,HarmonyLauncher,supergroup,12625,True,en
,Trade Options📊 (managed and regulated by Wall Street & NYSE,tradershub_trade_options,supergroup,12590,True,en
,Traffic Growth Hacks For Entrepreneurs,passiveincomeguy,supergroup,12561,True,en
,NEC Loyalty Club - necasino.online,NEC_Loyalty_Token,supergroup,12555,True,en
,🇻🇬BK9 Aus Online Casino🇻🇬,BK9aud,supergroup,12553,True,en
,🪬Bazaar.Art | Chat,nftbazaarchat,supergroup,12445,True,en
,FreeAgreementOfficial,Free_Agreement131,supergroup,12426,True,en
,CIA Certificate Intarnal Auditor المدقق الداخلي المعتمد,certificatCIA,supergroup,12351,True,en
,Unique Network,Uniquechain,supergroup,12253,True,en
,1inch Network [EN],OneInchNetwork,supergroup,12203,True,en
,Battle Infinity Global 🌎,battleinfinity,supergroup,12162,True,en
,Luxury chat24,,supergroup,12089,True,en
,Bybit South Africa,BybitSouthAfrica,supergroup,11989,True,en
,Problem Solution (RI ROBIN),rirobinbd,supergroup,11954,True,en
,USA LEADS DATA PROVIDER,usadatalist,supergroup,11949,True,en
,AANN.ai - A Social Authenticity Network,aann_network,supergroup,11948,True,en
,Mandala Chain Official,mandalachain,supergroup,11922,True,en
,Bondex Token Official Group Chat $BDXN,bondextoken_en,supergroup,11910,True,en
,𝙈𝘼𝙆𝙀 𝙈𝙊𝙉𝙀𝙔 💸🤑,fd_ERuu,supergroup,11763,True,en
,Online Casino Real Money Aussie,RealMoneyAussie99,supergroup,11731,True,en
,ACS Varsity + GST Programme 2024,acs_Varsity24,supergroup,11723,True,en
,BFSI (Sales/Credit/OPS/Risk/All),BFSI_PAN_INDIA,supergroup,11675,True,en
,STOCK MARKET BITCOIN 💸💰,MARKETf_STOCK,supergroup,11673,True,en
,Interest Protocol,interestprotocol,supergroup,11582,True,en
,SAP ABAP Technical Team,ABAP_Issues,supergroup,11577,True,en
,𝑭𝑶𝑹𝑬𝑿 𝑺𝑪𝑨𝑳𝑷𝑰𝑵𝑮 𝐒𝐭𝐫𝐚𝐭𝐞𝐠𝐲,Scalping_master_2,supergroup,11576,True,en
,Extended (Official Support),ExtendedCommunity,supergroup,11575,True,en
,T.I.M.E Reserch NIFTY BANKNIFTY Option STOCK commodity Trade,timebasedtrade,supergroup,11481,True,en
,Multichain (Previously Anyswap) | Admin don't DM,anyswap,supergroup,11469,True,en
,Clearpool,clearpoolofficial,supergroup,11460,True,en
,Traffic Light Racers,trafficlightracers,supergroup,11458,True,en
,SolarX Official Group,solarxofficial,supergroup,11456,True,en
,TON Newbie Chat 💎,tonnewbie22,supergroup,11414,True,en
,Deep Learning Expert people,DeepLearningAIExperts,supergroup,11365,True,en
,Hedgehog Protocol 🦔 Chat,thehedgehog_io,supergroup,11334,True,en
,Plume - RWAfi Chain (Official),plumenetwork0,supergroup,11319,True,en
,"Web3 Play2Earn games! Airdrops! Free coins, tokens farming! Blockchain games!",web3play2earn_games,supergroup,11244,True,en
,TRENDING INVESTASI AMAN,TEMAN_GABUT_VIRTUALL,supergroup,11226,True,en
,MEXC API Support Group,MEXCAPIsupport,supergroup,11188,True,en
,Machine Learning Jobs,Machinelearning_Jobs,supergroup,11113,True,en
,Infinite Money Glitch,EAGLEAI_OFFICIAL9,supergroup,11099,True,en
,Fear Community - Chat,garenabrazil,supergroup,10995,True,en
,Futureverse ($ROOT) CIS,futureverse_cis,supergroup,10984,True,en
,Nimabet 💎 SheratonBet 🎁 HizliCasino,Huhubet_Nerobet,supergroup,10976,True,en
,FACK BLOCK RESEARCH CHAT,fackblockchat,supergroup,10913,True,en
,MUTUAL FUND INVESTMENT COMPANY,mutulfundinvastmantcompany,supergroup,10882,True,en
,𝙂𝙍𝙀𝙀𝙉 𝙋𝙄𝙋𝙎 𝙈𝘼𝙉𝘼𝙂𝙀𝙈𝙀𝙉𝙏,AbidHussainMalik1234,supergroup,10880,True,en
,GMTG 🌍 🌎 🌏 International Coordination,marchtogazainternational,supergroup,10817,True,en
,Dolphin{anty} Chat,dolphin_anty,supergroup,10742,True,en
,EVEREST_PROMOTION_2026(EXCLUSIVE FOR SBI ASPIRANT),SBI_TO_24_EVEREST,supergroup,10737,True,en
,Sequence Wallet Official Support,sequencewalletsupport,supergroup,10721,True,en
,Perspective AI Official,perspectiveAIchat,supergroup,10716,True,en
,Official | Internet Computer Protocol,Official_ICP,supergroup,10688,True,en
,Synthetix Network Official (SNX) Community,synthetixNetworkofficial,supergroup,10675,True,en
,Endemic | AI Curated NFT Marketplace,endemicapp,supergroup,10670,True,en
,Reality on Chain,realtyonchain,supergroup,10650,True,en
,Unreal Engine,UnrealEngine4,supergroup,10610,True,en
,Duelbits.com,duelbits,supergroup,10593,True,en
,VOOI Comments,VooiAppComments,supergroup,10582,True,en
,Routerich,routerich,supergroup,10581,True,en
,BOOKINGS/ GC / AIRBNB/ CAR RENTALS/ TICKETS,airflightsandt,supergroup,10548,True,en
,TOSS MATCH SESSION REPORT,TOSS_MATCH_SESSION_FIX,supergroup,10518,True,en
,𝓙𝓞𝓚𝓔𝓡𝓟𝓐𝓨🐉Indian Trusted Payment Gateway,JOKERPAY_UNSTOPPABLE,supergroup,10516,True,en
,ESTATE INVESTORS GHANA,realestateinvestorsghana,supergroup,10477,True,en
,Karmaverse | Community,karmaverseofficial,supergroup,10440,True,en
,SolCex - Centralized Exchange,Solcex_Exchange,supergroup,10421,True,en
,Level Money Support,LevelMoneySupports,supergroup,10369,True,en
,Data Ownership Protocol Official |@Dataowner,DataownershipTG,supergroup,10343,True,en
,Web3 Collaborations,BetaBGroup,supergroup,10313,True,en
,🌏BET- kevin 4 stage signal group,BU_PLANS,supergroup,10281,True,en
,Stake DAO HQ | Liquid Lockers | Votemarket,StakedaoHQTG,supergroup,10204,True,en
,Boiling Point Society,BoilingPointSociety_1,supergroup,10167,True,en
,LYDC - Libyan Digital Currency,LYDCofficial,supergroup,10165,True,en
,R Games Official Chat,RGamesOfficialChat,supergroup,10141,True,en
,ДУБАЙ 🇦🇪 ЧАТ,Dubai_Chat_Live,supergroup,10128,True,en
,Treasury Investasi Emas 🇮🇩,treasuryk,supergroup,10102,True,en
,Stable Diffusion | StableDif | Automatic1111 | DALLE,stable_dif,supergroup,10102,True,en
,Bitcoin Strategy Chat,bitcoinstrategychannel,supergroup,10084,True,en
,Charity Investment Fund,CharityInvestmentFund,supergroup,10059,True,en
,QA — Load & Performance,qa_load,supergroup,10032,True,en
